NA,uid,city_id,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience_years,company_size,company_type,last_new_job,training_hours,change_job
6278,13610,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,24,0
6279,2406,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,19,1
6280,24161,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,never,52,1
6281,14401,city_123,0.738,NA,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,37,0
6282,14505,city_67,0.855,NA,No relevent experience,no_enrollment,High School,NA,4,NA,NA,never,22,0
6283,22251,city_128,0.527,Male,No relevent experience,Part time course,Graduate,STEM,10,100-500,Funded Startup,1,57,0
6284,856,city_162,0.767,NA,Has relevent experience,no_enrollment,High School,NA,2,10/49,Early Stage Startup,1,36,0
6285,1490,city_104,0.924,NA,No relevent experience,no_enrollment,High School,NA,5,NA,NA,never,24,0
6286,29270,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,22,0
6287,18817,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,80,0
6288,10924,city_16,0.91,NA,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,94,0
6289,20972,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,0
6290,13093,city_100,0.887,NA,No relevent experience,no_enrollment,High School,NA,4,NA,NA,never,148,0
6291,31495,city_165,0.903,Male,No relevent experience,no_enrollment,Graduate,STEM,5,NA,NA,1,38,0
6292,12330,city_160,0.92,NA,No relevent experience,Full time course,High School,NA,2,NA,NA,1,143,1
6293,25483,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,3,13,1
6294,30414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,23,1
6295,8695,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,27,1
6296,33271,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,NA,>20,NA,NA,1,102,1
6297,9447,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,2,202,0
6298,11546,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,40,0
6299,15518,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,107,0
6300,22043,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,NA,NA,1,48,0
6301,20912,city_73,0.754,NA,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,never,46,0
6302,28611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,61,1
6303,30379,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,2,122,0
6304,1758,city_21,0.624,NA,No relevent experience,Full time course,Masters,STEM,3,NA,Pvt Ltd,never,30,0
6305,6858,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,3,125,0
6306,17206,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,16,NA,NA,1,22,0
6307,21535,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Early Stage Startup,2,25,0
6308,29943,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,NA,NA,1,70,0
6309,382,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,107,0
6310,188,city_160,0.92,NA,Has relevent experience,Full time course,Graduate,STEM,18,50-99,Public Sector,3,68,0
6311,9855,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,57,0
6312,24413,city_21,0.624,Male,No relevent experience,Full time course,High School,NA,8,NA,NA,never,46,1
6313,24633,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,NA,NA,never,73,0
6314,31865,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Early Stage Startup,2,54,0
6315,29481,city_67,0.855,Male,No relevent experience,no_enrollment,NA,NA,7,NA,NA,1,80,1
6316,16480,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,1,20,0
6317,27993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,4,113,1
6318,19469,city_103,0.92,NA,Has relevent experience,Full time course,Graduate,STEM,7,NA,NA,1,17,1
6319,12823,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,3,19,0
6320,11906,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,27,0
6321,23152,city_149,0.689,NA,No relevent experience,NA,NA,NA,4,NA,NA,never,8,0
6322,31013,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,50-99,Funded Startup,2,8,0
6323,6170,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,NA,2,31,0
6324,28079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,1,10/49,Pvt Ltd,1,18,0
6325,30655,city_78,0.579,NA,No relevent experience,Full time course,Graduate,STEM,<1,NA,NA,never,6,1
6326,29657,city_103,0.92,NA,No relevent experience,Part time course,Graduate,Business Degree,<1,50-99,Pvt Ltd,1,15,0
6327,10763,city_136,0.897,Female,No relevent experience,Full time course,Masters,Humanities,5,NA,Public Sector,2,94,0
6328,8114,city_144,0.84,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,33,0
6329,20114,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,10,<10,Funded Startup,1,80,0
6330,23212,city_7,0.647,Male,No relevent experience,no_enrollment,Graduate,No Major,2,NA,NA,1,18,0
6331,2243,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,58,0
6332,8920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,1
6333,27082,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,72,0
6334,26854,city_90,0.698,NA,No relevent experience,no_enrollment,High School,NA,1,NA,NA,never,98,0
6335,16770,city_16,0.91,Female,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1,59,1
6336,30353,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,21,0
6337,26751,city_74,0.579,NA,No relevent experience,Part time course,Primary School,NA,11,100-500,Pvt Ltd,1,14,1
6338,18455,city_16,0.91,NA,No relevent experience,no_enrollment,Phd,STEM,>20,NA,NA,>4,79,0
6339,4876,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,NA,NA,1,42,0
6340,24546,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,never,40,1
6341,29226,city_104,0.924,Male,No relevent experience,Full time course,High School,NA,6,NA,NA,never,15,0
6342,18489,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,0
6343,15670,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,never,102,0
6344,12200,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,37,1
6345,6011,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,2,51,1
6346,13297,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,3,28,0
6347,26827,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,NA,NA,2,12,0
6348,8415,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NA,NA,101,0
6349,10786,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,52,0
6350,23404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,NA,NA,1,12,0
6351,31099,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,1,NA,NA,1,28,1
6352,29673,city_71,0.884,Male,No relevent experience,Part time course,Masters,STEM,3,<10,Public Sector,never,22,0
6353,6877,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,220,0
6354,9528,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,NA,>4,9,0
6355,5732,city_114,0.926,Male,Has relevent experience,Full time course,High School,NA,9,100-500,Pvt Ltd,1,18,0
6356,13482,city_114,0.926,NA,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,34,0
6357,18056,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,276,0
6358,18045,city_57,0.866,Male,No relevent experience,NA,NA,NA,3,NA,NA,never,47,0
6359,32776,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,NA,NA,4,290,0
6360,30244,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,2,26,0
6361,11205,city_16,0.91,Male,No relevent experience,NA,High School,NA,10,NA,NA,never,42,0
6362,4464,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,9,5000-9999,NGO,2,74,0
6363,23474,city_45,0.89,Male,No relevent experience,NA,High School,NA,2,NA,NA,never,21,0
6364,1947,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,No Major,16,NA,NA,1,49,0
6365,1849,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,3,79,0
6366,19107,city_160,0.92,NA,No relevent experience,no_enrollment,Primary School,NA,6,NA,NA,never,4,0
6367,29294,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,NA,NA,4,146,0
6368,27663,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,24,0
6369,19170,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,45,0
6370,4939,city_103,0.92,Male,Has relevent experience,Full time course,Phd,STEM,14,NA,Public Sector,1,29,0
6371,1579,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,1,102,0
6372,33156,city_160,0.92,Male,No relevent experience,no_enrollment,High School,NA,1,NA,NA,1,22,1
6373,19526,city_21,0.624,Male,Has relevent experience,no_enrollment,NA,NA,10,100-500,Pvt Ltd,2,12,0
6374,16044,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,10/49,Pvt Ltd,>4,47,0
6375,11470,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,1,24,1
6376,15406,city_18,0.824,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,1,91,0
6377,177,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,51,1
6378,17611,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,2,47,1
6379,30396,city_158,0.766,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,never,17,0
6380,6845,city_136,0.897,NA,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,64,0
6381,4046,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24,0
6382,29961,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,0
6383,22089,city_72,0.795,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,NA,1,83,0
6384,22109,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,never,68,1
6385,5221,city_10,0.895,Male,Has relevent experience,NA,NA,NA,>20,NA,NA,>4,146,0
6386,12583,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,26,0
6387,21857,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,53,0
6388,18886,city_21,0.624,NA,No relevent experience,Full time course,High School,NA,2,NA,NA,never,126,0
6389,31978,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,2,NA,Pvt Ltd,never,6,0
6390,21170,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,14,1
6391,26455,city_146,0.735,NA,Has relevent experience,Full time course,Graduate,STEM,6,NA,NA,1,42,0
6392,17637,city_162,0.767,NA,Has relevent experience,Full time course,Graduate,STEM,3,NA,NA,NA,59,1
6393,26524,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,122,0
6394,13189,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,170,0
6395,20729,city_16,0.91,NA,No relevent experience,no_enrollment,High School,NA,7,1000-4999,Public Sector,>4,32,0
6396,8623,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,8,0
6397,6976,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,84,0
6398,7816,city_45,0.89,NA,Has relevent experience,Part time course,Masters,STEM,8,50-99,Public Sector,2,81,1
6399,22844,city_114,0.926,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,24,0
6400,19736,city_28,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,144,0
6401,19191,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,1,22,0
6402,32641,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,NA,3,NA,NA,NA,100,1
6403,14996,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,39,0
6404,24668,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,17,0
6405,27696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0
6406,13366,city_71,0.884,NA,No relevent experience,NA,High School,NA,11,NA,NA,never,232,0
6407,18500,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,16,NA,NA,2,83,0
6408,11946,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,43,1
6409,29428,city_103,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,2,NA,NA,2,70,0
6410,14058,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,<10,Pvt Ltd,>4,14,0
6411,16327,city_114,0.926,Female,Has relevent experience,no_enrollment,High School,NA,6,500-999,Pvt Ltd,never,23,0
6412,3740,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,15,1
6413,24724,city_159,0.843,NA,No relevent experience,Full time course,Graduate,STEM,1,NA,NA,never,40,1
6414,15609,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,34,0
6415,28412,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,10,NA,NA,2,39,0
6416,26617,city_102,0.804,NA,Has relevent experience,Full time course,Masters,STEM,10,10/49,Pvt Ltd,1,43,0
6417,7796,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,NA,NA,never,226,1
6418,1715,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,58,0
6419,19777,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43,0
6420,20588,city_79,0.698,NA,No relevent experience,Full time course,Masters,STEM,16,NA,NA,2,12,0
6421,2244,city_67,0.855,NA,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,64,0
6422,4409,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,11,0
6423,28944,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,NA,NA,>4,64,0
6424,781,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,2,26,0
6425,29646,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,66,1
6426,28049,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,1,6,0
6427,25385,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,0
6428,9155,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,NA,8,10/49,Funded Startup,3,6,0
6429,5059,city_23,0.899,NA,No relevent experience,no_enrollment,Graduate,STEM,<1,NA,NA,never,96,1
6430,21271,city_103,0.92,Male,No relevent experience,no_enrollment,High School,NA,4,NA,NA,1,64,0
6431,17656,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,21,0
6432,4860,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,>4,61,0
6433,2903,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,>20,<10,Pvt Ltd,1,8,0
6434,1403,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,4,9,0
6435,21132,city_71,0.884,Male,No relevent experience,Full time course,High School,NA,8,NA,NA,1,113,0
6436,1675,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,NGO,4,12,0
6437,9818,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,2,24,0
6438,14149,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,32,1
6439,9326,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,NA,1,51,0
6440,14098,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Funded Startup,1,45,0
6441,12634,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,114,1
6442,21273,city_165,0.903,NA,No relevent experience,no_enrollment,Graduate,STEM,3,NA,NA,2,113,0
6443,1911,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,36,1
6444,23298,city_103,0.92,NA,No relevent experience,no_enrollment,High School,NA,6,NA,NA,never,35,0
6445,9475,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,11,0
6446,25690,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,NA,NA,1,57,1
6447,22156,city_59,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,108,0
6448,5495,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,25,1
6449,12962,city_16,0.91,Male,No relevent experience,Full time course,High School,NA,1,NA,NA,never,204,0
6450,11259,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,4,23,0
6451,4701,city_23,0.899,NA,No relevent experience,no_enrollment,Primary School,NA,3,NA,NA,never,102,0
6452,20222,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,NA,6,NA,NA,1,82,1
6453,28263,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,NA,Pvt Ltd,1,147,1
6454,30812,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,94,0
6455,31636,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,0
6456,9879,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,67,0
6457,16364,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,36,1
6458,24946,city_67,0.855,Female,Has relevent experience,Full time course,Masters,STEM,16,100-500,Pvt Ltd,3,168,0
6459,29151,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,276,0
6460,28214,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12,0
6461,25985,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Funded Startup,>4,308,0
6462,8772,city_13,0.827,Male,Has relevent experience,no_enrollment,High School,NA,>20,NA,NA,4,44,0
6463,14510,city_36,0.893,NA,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,NA,>4,50,0
6464,6060,city_103,0.92,NA,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,184,0
6465,10017,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,0
6466,4792,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,NA,NA,1,20,0
6467,31617,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,1,42,0
